Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
40,No,Travel_Rarely,348,Human Resources,7,3,Life Sciences,1,1152,4,Male,32,1,5,Research Director,2.0,Single,2883.0,7001,8,Y,No,23,3,2,80,0,40,2,3,39,2,4,12
25,No,Travel_Frequently,632,Research & Development,15,1,Other,1,1153,4,Male,87,2,1,Research Director,2.0,Married,11438.0,26456,7,Y,No,22,3,2,80,0,37,4,1,24,5,11,16
54,No,Travel_Rarely,959,Human Resources,26,3,Life Sciences,1,1154,3,Female,84,1,5,Human Resources,1.0,Married,13222.0,6579,9,Y,Yes,20,3,2,80,0,34,4,1,16,10,2,0
20,No,Travel_Frequently,639,Research & Development,1,2,Marketing,1,1155,3,Male,71,2,1,Manager,1.0,Married,17228.0,3329,9,Y,No,19,3,3,80,1,30,1,1,27,4,6,9
50,No,Travel_Frequently,830,Sales,24,4,Life Sciences,1,1156,2,Female,50,3,1,Research Scientist,4.0,Married,18649.0,13000,8,Y,No,13,3,4,80,3,12,4,4,31,17,6,4
45,No,Travel_Rarely,1279,Research & Development,4,3,Marketing,1,1157,1,Female,39,1,1,Laboratory Technician,1.0,Divorced,4249.0,11994,8,Y,No,22,3,3,80,0,25,2,3,28,13,3,10
25,Yes,Travel_Frequently,255,Research & Development,29,4,Other,1,1158,4,Female,86,3,5,Manager,2.0,Married,16811.0,17988,8,Y,No,17,3,2,80,2,21,6,1,22,9,9,9
51,Yes,Travel_Rarely,193,Research & Development,25,1,Medical,1,1159,2,Male,54,1,4,Sales Executive,3.0,Single,17131.0,26133,2,Y,Yes,15,4,1,80,1,31,6,2,40,2,1,5
52,No,Travel_Rarely,439,Sales,1,1,Other,1,1160,2,Male,85,2,1,Research Scientist,3.0,Married,11912.0,3239,6,Y,Yes,20,3,3,80,1,14,0,4,15,15,1,14
49,No,Travel_Rarely,1256,Research & Development,11,5,Medical,1,1161,2,Male,67,1,3,Research Director,3.0,Divorced,2418.0,25898,0,Y,Yes,20,3,1,80,0,10,0,4,31,15,12,8
41,No,Travel_Rarely,551,Sales,18,5,Life Sciences,1,1162,4,Female,90,4,2,Research Director,2.0,Married,11629.0,16570,8,Y,Yes,15,3,2,80,1,15,1,4,25,10,15,7
31,No,Travel_Frequently,911,Research & Development,14,3,Medical,1,1163,4,Male,76,4,4,Manager,1.0,Married,2841.0,3569,8,Y,Yes,14,3,3,80,2,5,5,4,32,3,14,5
49,No,Non-Travel,888,Sales,22,5,Other,1,1164,2,Male,83,1,4,Laboratory Technician,3.0,Married,19417.0,21399,2,Y,No,20,3,3,80,3,10,2,1,18,10,11,5
60,No,Travel_Rarely,374,Research & Development,11,4,Other,1,1165,4,Male,75,4,5,Research Scientist,2.0,Single,6745.0,12141,4,Y,No,16,3,3,80,1,9,4,4,40,7,7,16
33,No,Travel_Frequently,689,Research & Development,10,5,Other,1,1166,2,Male,97,3,4,Manager,2.0,Single,6002.0,14250,7,Y,No,17,3,1,80,1,15,3,2,16,15,3,11
21,No,Travel_Frequently,278,Sales,27,4,Marketing,1,1167,3,Male,33,4,5,Sales Executive,3.0,Divorced,12112.0,24157,5,Y,No,17,3,2,80,1,11,0,2,37,7,6,6
54,No,Travel_Rarely,932,Research & Development,17,5,Medical,1,1168,4,Male,95,4,5,Manager,3.0,Married,15406.0,17770,9,Y,Yes,21,3,4,80,0,6,2,1,13,8,2,4
38,No,Travel_Rarely,744,Research & Development,4,5,Life Sciences,1,1169,3,Female,72,3,3,Human Resources,4.0,Single,4222.0,26174,9,Y,Yes,22,3,4,80,2,38,6,4,17,13,8,15
31,No,Travel_Rarely,1174,Research & Development,24,5,Medical,1,1170,1,Male,91,3,1,Sales Representative,4.0,Divorced,11364.0,23893,8,Y,No,18,3,2,80,3,26,1,2,20,7,15,5
48,No,Travel_Rarely,668,Research & Development,15,2,Medical,1,1171,4,Male,33,2,4,Human Resources,2.0,Married,7217.0,23416,2,Y,Yes,15,3,3,80,2,23,3,3,38,15,9,7
35,No,Non-Travel,767,Research & Development,26,2,Technical Degree,1,1172,1,Female,94,3,1,Research Scientist,4.0,Married,10653.0,3698,6,Y,No,17,4,4,80,2,14,5,4,38,1,8,2
24,Yes,Travel_Rarely,1480,Research & Development,16,5,Marketing,1,1173,2,Female,91,1,1,Healthcare Representative,4.0,Single,7462.0,17026,5,Y,No,22,3,3,80,1,5,2,1,27,18,6,7
27,No,Travel_Frequently,1433,Research & Development,21,4,Medical,1,1174,4,Male,31,4,1,Human Resources,3.0,Divorced,12102.0,15687,4,Y,No,24,3,2,80,3,18,4,3,19,18,6,6
24,No,Travel_Rarely,969,Research & Development,13,3,Life Sciences,1,1175,4,Male,38,2,5,Sales Representative,4.0,Married,14750.0,13565,3,Y,No,14,4,1,80,2,7,5,4,5,18,0,16
50,No,Travel_Rarely,1171,Sales,9,1,Medical,1,1176,4,Female,86,3,1,Human Resources,2.0,Married,12272.0,7141,4,Y,Yes,19,3,3,80,3,35,6,3,25,17,9,13
40,No,Travel_Rarely,403,Research & Development,11,2,Medical,1,1177,1,Male,74,4,4,Manager,3.0,Single,1314.0,12290,3,Y,No,15,4,1,80,0,12,0,4,5,12,7,5
38,No,Travel_Rarely,969,Research & Development,11,5,Human Resources,1,1178,1,Male,47,1,5,Sales Representative,4.0,Single,2393.0,10269,2,Y,No,13,3,1,80,1,32,6,4,38,16,15,6
36,No,Travel_Rarely,1013,Sales,6,1,Life Sciences,1,1179,2,Male,77,1,4,Healthcare Representative,4.0,Single,18967.0,26097,6,Y,No,15,3,2,80,0,31,4,2,25,0,1,4
36,No,Travel_Rarely,509,Research & Development,1,2,Life Sciences,1,1180,3,Male,71,2,5,Manager,4.0,Divorced,1881.0,24595,5,Y,No,19,3,2,80,3,27,1,3,16,4,7,6
53,Yes,Travel_Rarely,1314,Research & Development,22,3,Life Sciences,1,1181,3,Male,70,1,2,Sales Executive,1.0,Single,9369.0,26407,3,Y,Yes,23,3,1,80,1,39,0,3,39,12,10,8
46,No,Travel_Rarely,923,Research & Development,6,4,Medical,1,1182,1,Female,87,4,2,Sales Executive,4.0,Married,10804.0,17077,8,Y,No,23,3,1,80,0,9,3,1,1,5,12,11
35,No,Travel_Rarely,1254,Sales,13,5,Technical Degree,1,1183,4,Female,71,3,2,Research Scientist,4.0,Single,18423.0,3930,0,Y,No,21,3,4,80,1,32,0,1,20,9,1,14
19,No,Travel_Frequently,662,Research & Development,22,3,Life Sciences,1,1184,3,Male,64,1,2,Manufacturing Director,2.0,Single,10935.0,24382,0,Y,No,18,3,4,80,0,0,6,3,6,8,0,14
18,No,Travel_Rarely,1391,Research & Development,24,2,Medical,1,1185,3,Male,67,3,5,Human Resources,4.0,Married,16500.0,16086,8,Y,No,11,3,2,80,2,20,4,2,19,5,15,15
22,No,Travel_Rarely,1243,Research & Development,22,5,Medical,1,1186,1,Female,96,4,1,Sales Representative,1.0,Divorced,7914.0,8570,6,Y,Yes,15,3,3,80,1,4,5,2,2,0,15,14
37,No,Travel_Rarely,565,Research & Development,5,1,Medical,1,1187,2,Male,70,4,3,Manager,3.0,Divorced,5451.0,18163,1,Y,Yes,16,3,1,80,3,0,2,4,35,17,14,4
28,No,Travel_Rarely,245,Research & Development,15,4,Life Sciences,1,1188,1,Male,79,3,3,Sales Executive,4.0,Divorced,16299.0,25751,9,Y,No,23,4,3,80,1,20,6,1,18,6,10,11
59,Yes,Non-Travel,543,Research & Development,27,2,Medical,1,1189,1,Female,74,4,2,Healthcare Representative,4.0,Divorced,4676.0,11410,4,Y,No,20,3,1,80,3,24,2,1,29,9,7,3
19,No,Travel_Rarely,1325,Sales,18,4,Life Sciences,1,1190,4,Female,48,2,1,Manufacturing Director,2.0,Single,18669.0,19860,3,Y,No,23,3,2,80,0,19,2,1,10,11,3,2
20,Yes,Travel_Rarely,1282,Human Resources,20,5,Medical,1,1191,1,Male,46,1,4,Healthcare Representative,4.0,Divorced,7562.0,12056,0,Y,No,21,4,3,80,0,8,6,4,12,14,14,0
40,No,Travel_Frequently,588,Research & Development,14,3,Life Sciences,1,1192,4,Female,94,2,1,Human Resources,4.0,Married,17935.0,5494,8,Y,No,12,3,2,80,3,15,6,2,32,16,10,12
29,No,Travel_Rarely,961,Sales,15,4,Other,1,1193,2,Male,85,2,4,Laboratory Technician,4.0,Divorced,5817.0,26534,5,Y,No,24,3,1,80,0,27,6,1,37,2,9,4
37,No,Travel_Rarely,1259,Research & Development,26,1,Medical,1,1194,4,Male,70,2,3,Manufacturing Director,4.0,Single,8740.0,16023,5,Y,No,16,3,2,80,1,39,1,4,1,14,14,11
22,No,Travel_Rarely,249,Sales,5,2,Life Sciences,1,1195,2,Male,71,3,1,Research Director,3.0,Divorced,1592.0,26704,3,Y,No,24,4,3,80,0,35,1,3,22,0,5,1
54,No,Travel_Rarely,1461,Sales,26,1,Life Sciences,1,1196,2,Female,35,3,1,Laboratory Technician,2.0,Single,17903.0,20682,1,Y,Yes,19,3,4,80,3,38,2,2,19,10,9,5
55,No,Travel_Rarely,1196,Research & Development,4,4,Medical,1,1197,2,Female,98,4,3,Laboratory Technician,3.0,Married,10147.0,21822,7,Y,No,24,3,2,80,3,23,3,3,29,5,12,4
47,No,Travel_Rarely,1358,Research & Development,2,3,Other,1,1198,1,Female,69,3,1,Human Resources,1.0,Single,8704.0,21492,7,Y,No,14,3,3,80,2,15,4,1,14,15,10,17
26,No,Travel_Frequently,1459,Research & Development,7,3,Other,1,1199,4,Male,70,4,4,Healthcare Representative,4.0,Single,4482.0,26397,2,Y,Yes,13,4,2,80,3,13,3,4,1,11,9,4
51,No,Travel_Frequently,912,Research & Development,10,1,Life Sciences,1,1200,3,Male,38,3,1,Sales Executive,1.0,Married,2207.0,14588,6,Y,No,19,3,2,80,0,33,6,2,29,14,0,17
52,No,Travel_Rarely,767,Sales,16,5,Life Sciences,1,1201,1,Male,37,4,4,Sales Representative,3.0,Divorced,5004.0,12066,6,Y,No,12,3,4,80,3,23,6,1,24,17,8,15
39,No,Travel_Rarely,191,Research & Development,10,5,Other,1,1202,2,Male,73,1,2,Sales Representative,1.0,Married,13122.0,3722,4,Y,No,22,3,3,80,0,10,2,2,3,9,10,16
41,No,Travel_Frequently,1459,Research & Development,18,3,Life Sciences,1,1203,3,Male,87,4,1,Manager,4.0,Single,5544.0,8858,4,Y,No,19,3,3,80,0,35,4,4,0,11,6,1
34,No,Travel_Rarely,300,Research & Development,17,1,Marketing,1,1204,1,Female,96,1,4,Manager,1.0,Single,6880.0,11615,7,Y,No,21,3,3,80,2,0,1,4,7,18,4,16
27,No,Travel_Frequently,1286,Research & Development,21,1,Life Sciences,1,1205,3,Female,42,4,3,Laboratory Technician,3.0,Married,3456.0,7839,3,Y,No,20,4,1,80,0,11,0,1,13,4,5,9
47,Yes,Travel_Frequently,639,Research & Development,28,1,Other,1,1206,2,Male,48,3,2,Laboratory Technician,4.0,Divorced,10417.0,11845,0,Y,No,21,3,2,80,3,20,0,2,10,17,2,2
40,No,Travel_Frequently,1246,Research & Development,13,4,Life Sciences,1,1207,3,Male,78,3,1,Human Resources,2.0,Single,7853.0,3384,0,Y,Yes,21,4,4,80,3,8,4,4,23,18,12,13
49,No,Travel_Rarely,402,Research & Development,1,5,Life Sciences,1,1208,3,Male,59,1,4,Sales Executive,3.0,Married,18683.0,25488,8,Y,No,12,3,3,80,3,38,3,2,23,11,8,11
34,Yes,Travel_Rarely,825,Sales,1,5,Medical,1,1209,2,Female,95,2,1,Sales Representative,4.0,Single,13422.0,21064,3,Y,No,24,3,4,80,0,2,4,2,31,0,1,0
34,No,Travel_Rarely,1064,Human Resources,15,4,Medical,1,1210,3,Female,88,2,4,Sales Representative,2.0,Married,16178.0,8217,0,Y,No,23,3,1,80,3,15,3,3,24,1,11,6
31,No,Travel_Frequently,169,Sales,1,2,Life Sciences,1,1211,1,Female,82,4,1,Research Director,1.0,Single,8558.0,7024,1,Y,Yes,21,3,1,80,1,3,6,1,27,2,9,6
26,No,Travel_Rarely,560,Sales,6,4,Life Sciences,1,1212,3,Male,81,3,2,Manager,1.0,Single,9702.0,4644,9,Y,No,24,3,4,80,1,25,5,1,15,11,0,12
57,No,Travel_Frequently,499,Sales,25,1,Life Sciences,1,1213,4,Male,60,2,2,Research Director,1.0,Single,12072.0,19433,6,Y,No,20,4,3,80,3,12,3,2,38,13,13,8
19,No,Travel_Rarely,721,Research & Development,26,4,Medical,1,1214,1,Female,44,3,1,Sales Executive,4.0,Single,17779.0,10865,1,Y,No,13,4,4,80,0,19,0,3,15,6,14,4
42,Yes,Travel_Rarely,1411,Research & Development,13,1,Medical,1,1215,3,Female,49,3,1,Sales Executive,1.0,Single,9612.0,12223,0,Y,No,23,3,3,80,3,18,1,2,35,3,0,3
56,No,Travel_Rarely,1265,Research & Development,27,3,Life Sciences,1,1216,4,Male,34,3,5,Human Resources,1.0,Married,3015.0,18434,9,Y,Yes,17,3,3,80,1,26,2,1,11,11,9,4
26,No,Travel_Rarely,831,Human Resources,28,1,Other,1,1217,4,Male,36,4,1,Manufacturing Director,2.0,Single,6222.0,20475,8,Y,No,12,3,1,80,0,1,6,1,11,7,1,11
39,No,Travel_Rarely,657,Research & Development,1,5,Medical,1,1218,4,Male,47,1,1,Laboratory Technician,2.0,Single,19540.0,9077,4,Y,No,11,4,4,80,3,9,1,2,33,0,5,7
60,No,Travel_Rarely,882,Research & Development,5,4,Marketing,1,1219,3,Female,85,4,2,Manager,2.0,Single,4877.0,11951,3,Y,No,19,3,1,80,0,24,2,2,37,4,5,12
21,No,Non-Travel,995,Sales,9,1,Technical Degree,1,1220,2,Female,74,2,1,Human Resources,4.0,Divorced,10539.0,25607,3,Y,No,16,3,2,80,3,18,5,2,19,0,8,3
43,No,Travel_Rarely,711,Research & Development,25,2,Life Sciences,1,1221,4,Female,57,1,3,Manufacturing Director,3.0,Married,15369.0,4224,0,Y,No,19,3,1,80,2,14,0,1,14,14,9,10
46,No,Travel_Rarely,849,Research & Development,17,3,Life Sciences,1,1222,2,Male,79,2,1,Human Resources,1.0,Married,7646.0,25687,2,Y,Yes,22,3,3,80,0,38,6,2,21,12,14,14
51,No,Travel_Rarely,383,Research & Development,16,2,Life Sciences,1,1223,1,Male,31,1,5,Healthcare Representative,1.0,Married,17745.0,24777,0,Y,No,13,3,4,80,1,23,2,2,15,12,3,13
40,No,Travel_Frequently,762,Research & Development,8,2,Medical,1,1224,2,Male,97,1,4,Sales Representative,4.0,Single,5973.0,5834,4,Y,No,13,3,2,80,1,15,5,4,23,3,7,17
54,No,Travel_Frequently,1025,Sales,17,2,Technical Degree,1,1225,2,Female,53,4,2,Laboratory Technician,1.0,Single,2311.0,20978,4,Y,Yes,20,3,2,80,1,16,6,1,2,14,3,0
28,No,Travel_Rarely,1097,Research & Development,15,3,Other,1,1226,2,Male,77,3,3,Laboratory Technician,4.0,Married,8758.0,25929,8,Y,No,22,4,2,80,1,15,3,2,0,11,2,0
23,No,Travel_Frequently,847,Research & Development,24,3,Life Sciences,1,1227,2,Female,74,3,4,Laboratory Technician,4.0,Married,1855.0,7401,7,Y,No,13,3,2,80,3,17,4,3,37,7,3,10
35,Yes,Travel_Frequently,188,Research & Development,1,3,Other,1,1228,2,Male,87,1,3,Research Director,4.0,Divorced,14399.0,14998,4,Y,No,12,3,4,80,3,3,6,1,16,15,0,5
38,Yes,Travel_Rarely,1204,Sales,12,3,Life Sciences,1,1229,1,Female,65,4,2,Manager,3.0,Divorced,14744.0,8861,4,Y,Yes,23,3,3,80,0,1,6,2,40,11,8,4
59,Yes,Travel_Rarely,1330,Research & Development,5,2,Life Sciences,1,1230,1,Female,31,2,5,Human Resources,4.0,Married,15885.0,19975,6,Y,No,21,3,2,80,2,30,2,2,20,5,10,12
53,No,Travel_Rarely,892,Research & Development,24,5,Medical,1,1231,2,Male,47,2,2,Human Resources,3.0,Married,14976.0,15676,1,Y,No,16,3,3,80,2,1,1,4,12,14,14,9
58,No,Travel_Rarely,1462,Sales,6,5,Life Sciences,1,1232,2,Female,78,3,3,Research Director,3.0,Single,19917.0,5238,6,Y,No,13,3,1,80,0,1,0,4,1,6,4,5
55,No,Travel_Frequently,1379,Research & Development,25,3,Life Sciences,1,1233,4,Male,37,3,3,Sales Executive,1.0,Single,19271.0,12237,0,Y,No,15,3,3,80,1,14,0,1,1,4,6,3
51,No,Travel_Rarely,405,Research & Development,1,4,Medical,1,1234,1,Male,87,2,2,Manager,2.0,Divorced,5114.0,11745,4,Y,Yes,23,3,2,80,2,28,6,4,24,14,2,3
34,No,Non-Travel,231,Research & Development,25,1,Life Sciences,1,1235,3,Male,44,2,1,Manufacturing Director,3.0,Single,3828.0,10119,5,Y,No,21,3,1,80,2,33,6,4,27,11,4,6
54,No,Travel_Rarely,697,Research & Development,1,4,Life Sciences,1,1236,1,Female,46,4,2,Manufacturing Director,3.0,Divorced,9086.0,18770,9,Y,No,15,3,1,80,0,39,5,1,25,10,12,15
42,No,Travel_Rarely,1401,Research & Development,10,4,Life Sciences,1,1237,3,Female,52,2,5,Laboratory Technician,2.0,Married,13031.0,10940,0,Y,No,20,3,1,80,1,31,4,3,34,3,9,0
55,No,Travel_Rarely,659,Human Resources,10,4,Marketing,1,1238,4,Male,95,4,2,Human Resources,3.0,Married,10259.0,13270,8,Y,No,13,3,2,80,3,20,3,2,27,12,13,8
29,No,Travel_Rarely,1000,Sales,3,5,Medical,1,1239,2,Female,99,3,4,Research Scientist,2.0,Single,19882.0,21282,8,Y,No,13,3,3,80,3,29,6,2,32,17,3,14
40,No,Travel_Frequently,1308,Sales,17,1,Life Sciences,1,1240,4,Female,56,2,1,Sales Executive,1.0,Married,12802.0,9698,0,Y,No,11,3,4,80,2,23,3,4,17,7,6,8
59,Yes,Travel_Frequently,1393,Sales,19,4,Other,1,1241,2,Female,66,3,4,Laboratory Technician,4.0,Married,19686.0,9233,3,Y,No,16,3,3,80,3,13,0,2,13,6,4,0
39,No,Travel_Rarely,1447,Research & Development,28,3,Life Sciences,1,1242,1,Male,78,1,2,Manufacturing Director,2.0,Married,18067.0,18305,7,Y,No,13,3,2,80,0,27,3,4,40,15,15,0
38,No,Travel_Rarely,179,Research & Development,11,5,Medical,1,1243,2,Male,93,1,1,Manufacturing Director,4.0,Single,11079.0,9922,1,Y,No,11,3,2,80,2,13,6,1,8,2,1,15
44,No,Travel_Rarely,885,Research & Development,29,3,Medical,1,1244,3,Female,63,1,4,Manager,2.0,Single,7266.0,8297,7,Y,No,23,3,1,80,2,33,6,1,29,15,2,4
48,No,Travel_Rarely,1464,Research & Development,18,3,Marketing,1,1245,3,Male,47,2,4,Sales Executive,4.0,Married,2020.0,20099,9,Y,No,24,3,3,80,1,13,5,1,2,15,7,8
23,No,Travel_Rarely,775,Research & Development,2,4,Other,1,1246,4,Male,93,3,1,Sales Executive,1.0,Single,17625.0,9965,8,Y,Yes,24,3,2,80,3,24,4,2,33,6,2,0
44,No,Travel_Rarely,339,Human Resources,9,3,Human Resources,1,1247,1,Female,73,2,1,Research Scientist,3.0,Married,3182.0,16756,8,Y,No,23,4,2,80,1,11,0,4,32,12,15,15
57,Yes,Travel_Rarely,1259,Sales,24,1,Technical Degree,1,1248,3,Male,46,3,3,Manufacturing Director,1.0,Married,4393.0,6108,0,Y,Yes,20,3,4,80,2,40,3,4,26,12,14,2
51,No,Non-Travel,1317,Research & Development,17,3,Marketing,1,1249,4,Female,88,4,1,Sales Representative,3.0,Married,19721.0,13539,8,Y,No,19,3,3,80,3,39,2,2,8,18,6,3
29,No,Travel_Rarely,1481,Research & Development,28,4,Medical,1,1250,1,Male,42,2,2,Manager,4.0,Married,1806.0,13132,3,Y,No,21,3,1,80,1,19,2,1,12,17,4,11
24,No,Travel_Rarely,379,Research & Development,14,3,Life Sciences,1,1251,1,Female,81,1,5,Human Resources,4.0,Single,8130.0,15166,7,Y,Yes,11,3,1,80,3,6,5,3,29,6,6,6
27,Yes,Travel_Rarely,1143,Research & Development,4,5,Life Sciences,1,1252,4,Male,89,4,3,Sales Representative,3.0,Married,14603.0,15148,8,Y,No,15,3,1,80,2,14,3,4,15,17,9,14
34,No,Travel_Rarely,625,Research & Development,29,5,Life Sciences,1,1253,3,Male,71,3,1,Healthcare Representative,2.0,Single,15995.0,5599,2,Y,No,15,3,3,80,2,8,2,4,25,17,8,14
43,No,Travel_Rarely,281,Sales,17,5,Life Sciences,1,1254,3,Male,93,2,5,Manager,1.0,Single,8699.0,10804,5,Y,Yes,12,3,2,80,2,3,4,2,4,3,6,4
38,No,Non-Travel,224,Research & Development,17,2,Medical,1,1255,4,Female,95,3,3,Human Resources,2.0,Single,13678.0,21163,2,Y,No,24,3,2,80,0,30,1,3,26,8,13,1
45,No,Travel_Frequently,1371,Research & Development,12,5,Medical,1,1256,3,Female,63,3,2,Sales Executive,4.0,Married,19982.0,16512,0,Y,No,24,3,4,80,1,22,4,1,14,15,5,11
19,No,Travel_Rarely,1498,Research & Development,28,5,Marketing,1,1257,4,Male,93,2,5,Human Resources,1.0,Single,18856.0,18505,9,Y,No,23,3,4,80,1,5,5,4,27,3,11,4
60,No,Travel_Rarely,1176,Research & Development,20,2,Life Sciences,1,1258,3,Male,62,2,1,Manager,1.0,Single,12563.0,2359,5,Y,No,11,3,2,80,2,27,4,2,2,7,12,2
18,No,Travel_Rarely,1196,Research & Development,18,5,Life Sciences,1,1259,3,Female,41,3,1,Manufacturing Director,2.0,Married,18440.0,11592,4,Y,Yes,16,4,2,80,1,11,3,3,40,2,0,5
53,No,Travel_Frequently,581,Research & Development,3,4,Medical,1,1260,4,Male,48,3,2,Healthcare Representative,3.0,Single,5880.0,16826,2,Y,Yes,17,3,3,80,2,21,6,2,0,8,15,12
43,Yes,Travel_Rarely,1144,Research & Development,11,5,Life Sciences,1,1261,4,Female,38,4,3,Sales Executive,3.0,Married,14363.0,25583,3,Y,No,21,4,4,80,1,23,4,3,0,7,3,14
46,No,Travel_Rarely,185,Research & Development,25,5,Life Sciences,1,1262,3,Male,46,1,5,Sales Representative,1.0,Married,6298.0,25384,1,Y,No,21,3,1,80,3,33,3,2,5,11,7,3
38,Yes,Travel_Rarely,1280,Research & Development,18,2,Human Resources,1,1263,4,Female,79,3,2,Research Director,3.0,Divorced,18954.0,23553,9,Y,No,19,3,1,80,1,18,0,3,10,13,0,6
28,No,Travel_Rarely,666,Human Resources,4,4,Medical,1,1264,3,Female,68,1,3,Healthcare Representative,4.0,Single,16840.0,24297,9,Y,No,18,3,1,80,2,23,3,4,15,9,5,17
57,Yes,Travel_Rarely,720,Research & Development,17,3,Life Sciences,1,1265,2,Female,70,4,4,Research Scientist,2.0,Single,7295.0,19288,3,Y,No,20,3,1,80,1,19,5,3,32,16,1,6
28,No,Non-Travel,458,Research & Development,18,1,Medical,1,1266,1,Female,39,1,4,Research Director,2.0,Married,17967.0,23154,3,Y,No,13,3,2,80,3,33,3,1,23,10,14,11
53,No,Travel_Rarely,917,Sales,5,4,Medical,1,1267,1,Male,41,1,3,Sales Representative,2.0,Married,14925.0,21868,2,Y,No,19,3,2,80,3,26,0,4,31,9,12,10
56,No,Travel_Rarely,748,Research & Development,14,3,Medical,1,1268,3,Male,44,4,1,Human Resources,1.0,Single,10943.0,16243,5,Y,Yes,11,3,3,80,3,28,6,1,9,12,8,11
57,No,Travel_Rarely,544,Sales,10,4,Medical,1,1269,1,Female,57,3,1,Manufacturing Director,1.0,Married,13771.0,2704,0,Y,Yes,23,3,1,80,2,0,1,4,24,1,7,14
52,No,Travel_Frequently,1194,Research & Development,15,3,Life Sciences,1,1270,3,Male,33,1,4,Human Resources,3.0,Divorced,11559.0,14574,8,Y,No,16,3,2,80,0,35,5,3,9,0,8,7
51,Yes,Non-Travel,624,Sales,1,3,Medical,1,1271,4,Female,65,3,1,Manufacturing Director,2.0,Single,5033.0,23024,9,Y,No,23,3,2,80,2,38,0,4,12,0,8,10
41,No,Travel_Rarely,244,Sales,16,4,Life Sciences,1,1272,2,Female,94,3,1,Laboratory Technician,4.0,Married,9731.0,15587,2,Y,Yes,24,3,2,80,3,6,3,2,0,15,13,17
39,No,Travel_Frequently,293,Sales,11,2,Life Sciences,1,1273,1,Male,76,2,3,Laboratory Technician,4.0,Single,18383.0,7121,2,Y,No,20,3,1,80,1,19,5,3,34,9,12,9
22,No,Travel_Rarely,479,Sales,23,4,Marketing,1,1274,1,Male,68,3,3,Research Scientist,2.0,Divorced,3129.0,15732,2,Y,No,12,3,2,80,3,19,2,2,13,9,1,7
50,No,Travel_Rarely,682,Research & Development,20,4,Other,1,1275,4,Male,67,3,1,Laboratory Technician,1.0,Married,19834.0,7818,6,Y,Yes,20,3,4,80,0,24,3,2,20,6,1,5
53,No,Travel_Rarely,636,Research & Development,6,3,Medical,1,1276,2,Male,73,1,3,Research Director,1.0,Single,6886.0,2296,7,Y,No,19,3,1,80,0,20,0,2,37,6,8,2
37,Yes,Travel_Rarely,1418,Research & Development,24,1,Marketing,1,1277,2,Male,80,3,5,Research Director,1.0,Married,11729.0,2495,1,Y,Yes,19,3,1,80,3,8,3,2,0,0,1,11
36,No,Travel_Rarely,1134,Research & Development,29,3,Technical Degree,1,1278,2,Male,55,3,4,Research Scientist,4.0,Divorced,19913.0,4121,0,Y,No,18,3,4,80,2,26,6,1,19,12,3,16
52,No,Travel_Rarely,1396,Research & Development,22,5,Marketing,1,1279,4,Male,65,2,5,Research Scientist,2.0,Married,18344.0,16049,4,Y,Yes,23,3,3,80,0,27,0,3,4,4,1,2
60,No,Travel_Rarely,194,Sales,16,4,Other,1,1280,1,Male,98,2,5,Research Scientist,4.0,Single,15668.0,16901,7,Y,No,21,3,3,80,3,24,4,2,39,2,0,17
34,Yes,Non-Travel,630,Research & Development,2,4,Life Sciences,1,1281,1,Male,30,1,1,Sales Representative,2.0,Married,1973.0,11175,2,Y,Yes,17,3,1,80,2,35,1,1,31,12,11,11
60,No,Travel_Rarely,1279,Sales,1,2,Life Sciences,1,1282,2,Male,82,1,1,Manager,4.0,Married,3143.0,2272,5,Y,No,24,3,1,80,1,33,1,4,0,11,15,15
51,No,Travel_Rarely,506,Research & Development,24,3,Life Sciences,1,1283,4,Male,35,2,5,Sales Executive,4.0,Single,3253.0,7911,2,Y,No,16,3,1,80,2,1,5,2,40,17,12,9
26,No,Travel_Rarely,941,Research & Development,24,2,Life Sciences,1,1284,4,Female,66,2,5,Research Scientist,3.0,Single,3812.0,4073,5,Y,No,12,3,4,80,0,8,0,2,39,4,10,8
43,No,Travel_Frequently,1274,Sales,9,4,Other,1,1285,4,Male,31,4,2,Sales Executive,4.0,Married,4920.0,9279,3,Y,No,24,3,2,80,2,18,1,1,1,4,13,13
19,No,Travel_Rarely,990,Research & Development,22,3,Medical,1,1286,2,Male,98,3,2,Sales Representative,2.0,Married,12225.0,6078,6,Y,No,14,3,4,80,2,14,2,4,30,1,9,13
26,Yes,Travel_Rarely,1392,Research & Development,12,3,Technical Degree,1,1287,4,Female,70,1,4,Manager,4.0,Single,2417.0,24143,9,Y,Yes,20,3,2,80,1,20,5,4,25,5,6,3
26,No,Non-Travel,523,Research & Development,17,5,Medical,1,1288,2,Female,80,1,5,Research Scientist,3.0,Married,14204.0,23499,0,Y,No,17,4,2,80,3,15,2,1,8,6,11,14
